Date,Code,Name,Open,Close,High,Low,Volume
2022-12-01,'2603,長榮,165.5,162.0,167.0,161.5,25862564
2022-12-02,'2603,長榮,160.5,158.5,162.5,158.5,19521790
2022-12-05,'2603,長榮,158.0,159.0,161.5,158.0,21028836
2022-12-06,'2603,長榮,158.0,152.5,160.0,152.5,30422769
2022-12-07,'2603,長榮,151.0,151.5,154.5,149.5,22974003
2022-12-08,'2603,長榮,150.5,151.0,152.0,148.5,14186011
2022-12-09,'2603,長榮,151.5,154.5,155.0,151.0,17720907
2022-12-12,'2603,長榮,153.0,154.5,156.0,152.0,13033266
2022-12-13,'2603,長榮,156.5,155.0,158.0,153.5,24119390
2022-12-14,'2603,長榮,155.0,152.0,155.5,151.0,22628304
2022-12-15,'2603,長榮,152.5,157.0,157.0,152.5,21824210
2022-12-16,'2603,長榮,154.5,164.0,170.0,154.0,81992411
2022-12-19,'2603,長榮,164.5,162.0,167.5,160.0,44109385
2022-12-20,'2603,長榮,162.0,158.5,166.0,158.0,38323191
2022-12-21,'2603,長榮,161.0,164.0,165.5,160.0,38375798
2022-12-22,'2603,長榮,167.0,171.5,172.0,165.5,61553722
2022-12-23,'2603,長榮,169.0,167.5,170.5,165.5,36971633
2022-12-26,'2603,長榮,168.5,162.5,168.5,162.5,23872223
2022-12-27,'2603,長榮,164.0,162.5,167.0,162.0,19205543
2022-12-28,'2603,長榮,162.0,159.0,164.0,159.0,20354928
2022-12-29,'2603,長榮,159.0,160.0,161.0,157.5,17412045
2022-12-30,'2603,長榮,161.5,163.0,164.5,161.5,21903285
2023-01-03,'2603,長榮,163.0,160.0,164.0,160.0,23686531
2023-01-04,'2603,長榮,161.0,156.0,161.5,156.0,25397174
2023-01-05,'2603,長榮,158.0,156.5,160.5,156.5,20465675
2023-01-06,'2603,長榮,158.0,159.0,159.5,156.0,12142062
2023-01-09,'2603,長榮,158.0,155.0,158.5,154.5,33194560
2023-01-10,'2603,長榮,155.5,155.5,157.5,155.0,12602221
2023-01-11,'2603,長榮,157.0,156.5,160.0,156.5,19448131
2023-01-12,'2603,長榮,157.5,152.5,158.0,152.5,22161914
2023-01-13,'2603,長榮,154.0,152.5,154.5,152.5,13672185
2023-01-16,'2603,長榮,153.0,151.5,153.5,149.5,17171904
2023-01-17,'2603,長榮,153.5,152.5,155.5,152.0,17230114
2023-01-30,'2603,長榮,153.0,150.5,153.5,150.0,21048516
2023-01-31,'2603,長榮,152.0,152.0,153.5,151.0,13805204
2023-02-01,'2603,長榮,152.5,152.0,153.5,151.0,14304390
2023-02-02,'2603,長榮,154.0,156.0,156.0,154.0,26593417
2023-02-03,'2603,長榮,158.5,157.0,160.0,156.0,34158216
2023-02-06,'2603,長榮,156.0,151.0,156.5,150.5,28148209
2023-02-07,'2603,長榮,152.0,151.0,152.0,150.5,13555338
2023-02-08,'2603,長榮,152.0,151.5,152.0,151.0,8844276
2023-02-09,'2603,長榮,151.5,150.0,152.0,150.0,12167793
2023-02-10,'2603,長榮,151.0,147.0,151.5,146.5,25544250
2023-02-13,'2603,長榮,146.0,143.5,146.5,142.5,21108147
2023-02-14,'2603,長榮,145.5,149.0,149.0,145.0,24638100
2023-02-15,'2603,長榮,149.0,146.5,149.0,146.0,16442481
2023-02-16,'2603,長榮,147.0,148.0,148.0,145.5,10042209
2023-02-17,'2603,長榮,146.5,146.0,147.0,145.5,10357721
2023-02-20,'2603,長榮,146.0,147.0,147.5,145.0,8951220
2023-02-21,'2603,長榮,148.5,155.0,155.0,147.0,42687050
2023-02-22,'2603,長榮,154.0,152.5,156.0,152.0,35721736
2023-02-23,'2603,長榮,153.5,158.0,158.5,153.5,34603881
2023-02-24,'2603,長榮,158.5,157.0,159.5,155.5,32485781
2023-03-01,'2603,長榮,157.5,156.0,158.0,154.0,21365944
2023-03-02,'2603,長榮,158.0,160.5,161.0,157.5,34187903
2023-03-03,'2603,長榮,161.0,163.0,163.0,158.5,37287917
2023-03-06,'2603,長榮,164.5,164.5,165.0,161.5,29710614
2023-03-07,'2603,長榮,163.5,166.0,166.0,162.0,26356283
2023-03-08,'2603,長榮,164.0,161.0,164.5,161.0,24913929
2023-03-09,'2603,長榮,161.5,164.5,165.0,161.0,26516073
2023-03-10,'2603,長榮,160.0,165.0,171.5,158.5,88723390
2023-03-13,'2603,長榮,165.0,170.5,170.5,164.5,48583289
2023-03-14,'2603,長榮,167.0,171.0,171.0,164.5,63240575
2023-03-15,'2603,長榮,176.5,167.0,179.5,166.5,149338137
2023-03-16,'2603,長榮,167.0,159.5,167.5,158.5,80733816
2023-03-17,'2603,長榮,161.0,162.0,162.0,160.0,31071793
2023-03-20,'2603,長榮,163.5,162.0,166.0,161.5,31993229
2023-03-21,'2603,長榮,163.0,160.5,163.5,160.5,18610182
2023-03-22,'2603,長榮,161.5,161.5,162.5,160.0,22160441
2023-03-23,'2603,長榮,159.5,159.5,160.5,157.5,26825520
2023-03-24,'2603,長榮,160.0,160.5,161.0,159.0,15237051
2023-03-27,'2603,長榮,158.0,161.0,161.5,157.5,25218943
2023-03-28,'2603,長榮,161.0,160.5,162.5,160.0,13668099
2023-03-29,'2603,長榮,161.0,158.5,161.5,158.5,10667291
2023-03-30,'2603,長榮,160.0,158.0,160.5,158.0,11498546
2023-03-31,'2603,長榮,160.0,158.5,160.5,158.5,9924945
2023-04-06,'2603,長榮,160.0,158.0,161.0,158.0,14591500
2023-04-07,'2603,長榮,159.0,163.5,163.5,158.5,25898959
2023-04-10,'2603,長榮,165.5,163.5,166.5,162.0,24118762
2023-04-11,'2603,長榮,164.5,164.5,166.0,164.0,11018659
2023-04-12,'2603,長榮,166.0,166.5,167.5,164.5,29396702
2023-04-13,'2603,長榮,166.5,166.5,167.5,164.5,15182134
2023-04-14,'2603,長榮,167.0,170.0,170.5,166.0,42524743
2023-04-17,'2603,長榮,173.0,174.5,174.5,171.0,39883772
2023-04-18,'2603,長榮,175.5,170.0,175.5,169.0,35099767
2023-04-19,'2603,長榮,170.5,168.0,171.0,167.5,19651845
2023-04-20,'2603,長榮,168.5,170.5,171.0,168.0,19689594
2023-04-21,'2603,長榮,170.0,166.0,170.5,165.0,20587972
2023-04-24,'2603,長榮,165.0,165.0,166.0,164.0,11746802
2023-04-25,'2603,長榮,165.0,162.0,166.5,161.5,17938027
2023-04-26,'2603,長榮,161.0,160.0,162.0,159.5,18577858
2023-04-27,'2603,長榮,159.0,159.0,160.5,158.5,15994129
2023-04-28,'2603,長榮,161.5,161.5,164.0,161.0,16430177
2023-05-02,'2603,長榮,160.0,155.5,160.5,154.0,46194614
2023-05-03,'2603,長榮,154.0,150.0,154.5,149.5,50104766
2023-05-04,'2603,長榮,150.0,150.5,152.5,149.5,20332362
2023-05-05,'2603,長榮,151.0,151.5,152.0,150.5,10529406
2023-05-08,'2603,長榮,151.5,151.0,152.0,149.5,12044261
2023-05-09,'2603,長榮,151.0,151.0,152.0,150.5,8746507
2023-05-10,'2603,長榮,151.5,155.0,155.5,151.5,22578518
2023-05-11,'2603,長榮,153.5,151.0,154.5,151.0,15983482
2023-05-12,'2603,長榮,151.0,152.5,153.0,150.5,7642797
