Date,Code,Name,Open,Close,High,Low,Volume
2022-12-01,'3037,欣興,161.0,159.5,167.5,159.0,92007576
2022-12-02,'3037,欣興,158.5,160.5,161.5,158.0,24128229
2022-12-05,'3037,欣興,162.0,166.0,168.5,162.0,53535719
2022-12-06,'3037,欣興,164.5,163.0,167.5,163.0,32406655
2022-12-07,'3037,欣興,161.5,150.0,161.5,149.5,66480202
2022-12-08,'3037,欣興,149.0,149.5,151.5,146.5,35187186
2022-12-09,'3037,欣興,151.5,149.5,152.5,147.5,27939235
2022-12-12,'3037,欣興,148.0,150.0,151.0,146.5,12951038
2022-12-13,'3037,欣興,151.5,146.0,152.0,145.0,31777207
2022-12-14,'3037,欣興,146.5,147.5,148.0,145.0,22681124
2022-12-15,'3037,欣興,146.5,149.0,149.0,146.5,12139160
2022-12-16,'3037,欣興,144.5,142.0,144.5,142.0,28186938
2022-12-19,'3037,欣興,140.5,140.5,143.5,139.0,19176462
2022-12-20,'3037,欣興,132.5,126.5,134.5,126.5,64996939
2022-12-21,'3037,欣興,123.0,120.5,126.0,120.0,68104058
2022-12-22,'3037,欣興,123.0,122.0,124.5,120.5,35434853
2022-12-23,'3037,欣興,120.0,125.0,125.0,118.0,35224321
2022-12-26,'3037,欣興,124.5,123.0,124.5,122.0,13749850
2022-12-27,'3037,欣興,123.5,122.5,125.0,122.0,12820649
2022-12-28,'3037,欣興,121.0,120.0,123.5,119.5,16239219
2022-12-29,'3037,欣興,118.5,121.5,122.0,118.5,16172402
2022-12-30,'3037,欣興,123.5,120.0,124.0,120.0,16703854
2023-01-03,'3037,欣興,119.5,122.0,122.5,119.0,11471114
2023-01-04,'3037,欣興,121.5,120.0,122.5,118.0,23101170
2023-01-05,'3037,欣興,120.5,119.0,122.0,117.5,24089852
2023-01-06,'3037,欣興,119.0,123.0,124.0,118.5,26640579
2023-01-09,'3037,欣興,125.0,127.5,127.5,124.0,31998441
2023-01-10,'3037,欣興,126.0,126.5,127.0,125.0,16631624
2023-01-11,'3037,欣興,127.0,128.0,128.5,126.0,13343594
2023-01-12,'3037,欣興,128.5,125.0,129.0,125.0,17048328
2023-01-13,'3037,欣興,127.0,126.0,130.0,125.5,29226567
2023-01-16,'3037,欣興,126.0,128.0,131.0,126.0,26225351
2023-01-17,'3037,欣興,128.0,127.0,128.5,126.0,18085899
2023-01-30,'3037,欣興,131.0,136.0,136.0,129.0,43181475
2023-01-31,'3037,欣興,135.5,136.5,138.0,135.0,24953006
2023-02-01,'3037,欣興,139.0,141.5,142.5,138.0,35751997
2023-02-02,'3037,欣興,144.0,143.5,145.0,140.5,40037391
2023-02-03,'3037,欣興,143.0,137.0,143.0,136.5,32488040
2023-02-06,'3037,欣興,132.5,129.0,133.0,129.0,32183965
2023-02-07,'3037,欣興,128.5,130.0,131.5,128.5,21779279
2023-02-08,'3037,欣興,131.5,131.5,132.0,130.0,18094327
2023-02-09,'3037,欣興,130.5,132.5,133.0,130.0,16136503
2023-02-10,'3037,欣興,132.0,129.0,132.5,129.0,17324690
2023-02-13,'3037,欣興,129.0,128.5,130.5,128.0,9258396
2023-02-14,'3037,欣興,130.5,131.5,133.0,130.0,15927555
2023-02-15,'3037,欣興,131.0,137.5,137.5,130.5,28379119
2023-02-16,'3037,欣興,139.5,138.5,140.5,135.5,34635533
2023-02-17,'3037,欣興,136.5,136.0,138.0,135.0,19483745
2023-02-20,'3037,欣興,137.0,136.5,138.5,136.0,11724345
2023-02-21,'3037,欣興,137.0,137.5,138.5,135.0,14877279
2023-02-22,'3037,欣興,135.0,133.5,136.0,133.5,27076853
2023-02-23,'3037,欣興,133.0,134.0,135.5,133.0,25471038
2023-02-24,'3037,欣興,133.0,128.0,133.5,128.0,50247832
2023-03-01,'3037,欣興,126.0,131.5,131.5,124.0,32915316
2023-03-02,'3037,欣興,130.0,134.0,135.0,129.0,26518986
2023-03-03,'3037,欣興,136.0,136.5,139.5,135.5,43647690
2023-03-06,'3037,欣興,139.0,138.5,139.5,137.0,22111957
2023-03-07,'3037,欣興,138.0,136.5,138.0,135.0,17618847
2023-03-08,'3037,欣興,135.0,137.0,138.5,134.0,20125450
2023-03-09,'3037,欣興,138.5,136.0,138.5,135.5,20469765
2023-03-10,'3037,欣興,134.0,131.5,135.5,131.0,20235055
2023-03-13,'3037,欣興,130.0,133.5,134.0,129.0,17671130
2023-03-14,'3037,欣興,131.0,130.5,133.0,130.0,14530118
2023-03-15,'3037,欣興,132.5,131.0,133.0,131.0,9348109
2023-03-16,'3037,欣興,130.5,129.5,132.0,129.0,11662400
2023-03-17,'3037,欣興,131.5,134.0,134.0,131.0,15386124
2023-03-20,'3037,欣興,134.5,135.5,136.0,133.5,14501789
2023-03-21,'3037,欣興,137.0,138.5,139.5,136.0,30443954
2023-03-22,'3037,欣興,141.0,140.0,143.0,139.5,32564239
2023-03-23,'3037,欣興,140.0,146.0,146.0,139.0,42478671
2023-03-24,'3037,欣興,149.0,148.0,151.0,146.5,56380224
2023-03-27,'3037,欣興,149.0,145.5,149.5,144.0,27097680
2023-03-28,'3037,欣興,145.0,138.5,145.5,138.0,43994366
2023-03-29,'3037,欣興,139.5,140.5,142.0,139.5,16463572
2023-03-30,'3037,欣興,143.5,147.5,148.5,143.0,44885160
2023-03-31,'3037,欣興,149.0,147.5,151.0,147.0,34816965
2023-04-06,'3037,欣興,145.5,144.0,146.0,142.0,20838541
2023-04-07,'3037,欣興,145.0,144.5,146.0,144.0,10989646
2023-04-10,'3037,欣興,144.5,144.5,145.5,143.0,7736579
2023-04-11,'3037,欣興,145.0,143.0,146.0,143.0,11189512
2023-04-12,'3037,欣興,144.0,142.0,144.0,141.0,13408173
2023-04-13,'3037,欣興,141.0,139.5,142.5,139.0,18223957
2023-04-14,'3037,欣興,141.0,139.0,141.0,138.5,11189595
2023-04-17,'3037,欣興,139.0,139.0,140.0,137.0,11789493
2023-04-18,'3037,欣興,139.5,136.5,140.0,136.0,15503960
2023-04-19,'3037,欣興,136.0,132.5,136.5,132.0,22654980
2023-04-20,'3037,欣興,131.5,135.5,137.5,131.5,21483855
2023-04-21,'3037,欣興,136.0,136.5,139.0,135.5,22921703
2023-04-24,'3037,欣興,136.0,139.5,139.5,135.5,17762119
2023-04-25,'3037,欣興,140.5,135.0,141.5,135.0,26407417
2023-04-26,'3037,欣興,133.5,139.0,140.5,133.5,37295764
2023-04-27,'3037,欣興,137.5,136.5,138.5,135.0,21899467
2023-04-28,'3037,欣興,140.5,145.0,146.0,140.0,60170857
2023-05-02,'3037,欣興,144.0,143.5,148.5,142.5,40388802
2023-05-03,'3037,欣興,143.0,147.0,148.0,141.5,32763115
2023-05-04,'3037,欣興,146.0,148.5,148.5,144.0,29408649
2023-05-05,'3037,欣興,147.5,152.5,153.0,147.0,42508290
2023-05-08,'3037,欣興,158.0,161.0,162.0,157.0,65659935
2023-05-09,'3037,欣興,161.5,160.5,162.0,157.0,33185695
