Date,Code,Name,Open,Close,High,Low,Volume
2022-12-01,'2890,永豐金,18.15,17.95,18.15,17.7,34588425
2022-12-02,'2890,永豐金,17.8,17.85,17.9,17.7,28991959
2022-12-05,'2890,永豐金,17.8,17.95,18.0,17.75,30017295
2022-12-06,'2890,永豐金,17.9,17.85,18.0,17.7,19013133
2022-12-07,'2890,永豐金,17.95,17.9,18.05,17.8,26589307
2022-12-08,'2890,永豐金,17.9,17.95,17.95,17.65,18860822
2022-12-09,'2890,永豐金,17.8,17.75,17.9,17.65,20595374
2022-12-12,'2890,永豐金,17.8,17.8,17.9,17.55,22371138
2022-12-13,'2890,永豐金,17.75,17.4,17.85,17.4,40267201
2022-12-14,'2890,永豐金,17.45,17.6,17.7,17.4,23355560
2022-12-15,'2890,永豐金,17.5,17.45,17.6,17.3,24013419
2022-12-16,'2890,永豐金,17.15,16.9,17.4,16.9,111269876
2022-12-19,'2890,永豐金,16.75,16.7,16.95,16.5,97816398
2022-12-20,'2890,永豐金,16.7,16.6,16.8,16.45,74651062
2022-12-21,'2890,永豐金,16.6,16.6,16.7,16.4,71287541
2022-12-22,'2890,永豐金,16.65,17.55,17.55,16.5,69825835
2022-12-23,'2890,永豐金,16.85,16.7,16.9,16.6,27291407
2022-12-26,'2890,永豐金,16.75,16.8,16.8,16.65,6361409
2022-12-27,'2890,永豐金,16.8,16.8,16.85,16.7,8934363
2022-12-28,'2890,永豐金,16.75,16.75,16.85,16.7,10505276
2022-12-29,'2890,永豐金,16.6,16.7,16.85,16.55,16003335
2022-12-30,'2890,永豐金,16.8,16.75,16.95,16.7,14596030
2023-01-03,'2890,永豐金,16.75,16.6,16.75,16.5,17105075
2023-01-04,'2890,永豐金,16.6,16.7,16.75,16.55,10606474
2023-01-05,'2890,永豐金,16.75,16.85,16.9,16.7,8674832
2023-01-06,'2890,永豐金,16.9,16.95,17.0,16.8,9331474
2023-01-09,'2890,永豐金,17.15,17.3,17.3,17.0,18981801
2023-01-10,'2890,永豐金,17.3,17.4,17.4,17.2,17882136
2023-01-11,'2890,永豐金,17.4,17.35,17.6,17.25,20017202
2023-01-12,'2890,永豐金,17.35,17.25,17.4,17.25,14729384
2023-01-13,'2890,永豐金,17.3,17.3,17.4,17.25,11447571
2023-01-16,'2890,永豐金,17.4,17.4,17.55,17.3,14895204
2023-01-17,'2890,永豐金,17.4,17.75,17.75,17.35,29171847
2023-01-30,'2890,永豐金,17.8,17.9,17.9,17.55,48845197
2023-01-31,'2890,永豐金,17.8,17.3,17.8,17.3,38187105
2023-02-01,'2890,永豐金,17.35,17.3,17.4,17.15,24565356
2023-02-02,'2890,永豐金,17.3,17.35,17.45,17.2,20048819
2023-02-03,'2890,永豐金,17.3,17.45,17.5,17.25,17044479
2023-02-06,'2890,永豐金,17.35,17.35,17.5,17.25,21167105
2023-02-07,'2890,永豐金,17.3,17.35,17.4,17.25,13039440
2023-02-08,'2890,永豐金,17.35,17.2,17.35,17.15,15341893
2023-02-09,'2890,永豐金,17.15,17.2,17.25,17.1,11734190
2023-02-10,'2890,永豐金,17.1,17.2,17.3,17.05,16390811
2023-02-13,'2890,永豐金,17.2,17.4,17.45,17.1,18673621
2023-02-14,'2890,永豐金,17.4,17.35,17.45,17.25,11334569
2023-02-15,'2890,永豐金,17.3,17.2,17.3,17.2,10040003
2023-02-16,'2890,永豐金,17.2,17.3,17.4,17.15,16749009
2023-02-17,'2890,永豐金,17.3,17.4,17.4,17.25,10402707
2023-02-20,'2890,永豐金,17.3,17.35,17.4,17.3,11091791
2023-02-21,'2890,永豐金,17.3,17.3,17.35,17.2,10243608
2023-02-22,'2890,永豐金,17.15,17.2,17.3,17.1,21021846
2023-02-23,'2890,永豐金,17.25,17.35,17.35,17.25,11920651
2023-02-24,'2890,永豐金,17.25,17.2,17.3,17.15,30965124
2023-03-01,'2890,永豐金,17.35,17.2,17.35,17.05,24094475
2023-03-02,'2890,永豐金,17.2,17.05,17.2,17.05,12812367
2023-03-03,'2890,永豐金,17.1,17.05,17.15,17.05,10276589
2023-03-06,'2890,永豐金,17.1,17.05,17.15,17.05,10802002
2023-03-07,'2890,永豐金,17.1,17.15,17.2,17.05,15814370
2023-03-08,'2890,永豐金,17.15,17.2,17.2,17.1,14761422
2023-03-09,'2890,永豐金,17.1,17.0,17.1,16.95,24298293
2023-03-10,'2890,永豐金,16.95,16.85,17.0,16.85,21788112
2023-03-13,'2890,永豐金,16.75,16.8,16.9,16.6,19036013
2023-03-14,'2890,永豐金,16.65,16.55,16.7,16.55,26257683
2023-03-15,'2890,永豐金,16.6,16.55,16.75,16.5,20653128
2023-03-16,'2890,永豐金,16.5,16.3,16.5,16.25,30232094
2023-03-17,'2890,永豐金,16.3,16.25,16.5,16.25,26531298
2023-03-20,'2890,永豐金,16.0,15.95,16.05,15.8,39472420
2023-03-21,'2890,永豐金,16.0,16.1,16.2,15.95,18767576
2023-03-22,'2890,永豐金,16.25,16.4,16.45,16.2,19102818
2023-03-23,'2890,永豐金,16.35,16.4,16.45,16.25,23231780
2023-03-24,'2890,永豐金,16.4,16.4,16.5,16.3,17066090
2023-03-27,'2890,永豐金,16.55,16.55,16.7,16.55,21199323
2023-03-28,'2890,永豐金,16.6,16.6,16.75,16.55,16148606
2023-03-29,'2890,永豐金,16.6,16.75,16.75,16.6,11488387
2023-03-30,'2890,永豐金,16.75,16.55,16.8,16.5,23709438
2023-03-31,'2890,永豐金,16.6,16.6,16.75,16.55,22598476
2023-04-06,'2890,永豐金,16.6,16.55,16.65,16.5,20755599
2023-04-07,'2890,永豐金,16.55,16.6,16.65,16.55,8304259
2023-04-10,'2890,永豐金,16.6,16.65,16.7,16.6,8538223
2023-04-11,'2890,永豐金,16.6,16.6,16.7,16.55,21558251
2023-04-12,'2890,永豐金,16.6,16.6,16.7,16.55,14220522
2023-04-13,'2890,永豐金,16.7,16.8,16.8,16.65,20182112
2023-04-14,'2890,永豐金,16.8,16.9,16.9,16.75,10701092
2023-04-17,'2890,永豐金,16.9,16.8,16.95,16.75,13872512
2023-04-18,'2890,永豐金,16.8,16.8,16.85,16.7,14298771
2023-04-19,'2890,永豐金,16.8,16.8,16.85,16.7,11241827
2023-04-20,'2890,永豐金,16.75,16.65,16.75,16.6,14840087
2023-04-21,'2890,永豐金,16.6,16.7,16.7,16.6,9919804
2023-04-24,'2890,永豐金,16.65,16.7,16.7,16.6,5827189
2023-04-25,'2890,永豐金,16.7,16.65,16.75,16.65,17426268
2023-04-26,'2890,永豐金,16.6,16.65,16.7,16.6,18214927
2023-04-27,'2890,永豐金,16.7,16.75,16.8,16.65,13317617
2023-04-28,'2890,永豐金,16.75,16.7,16.9,16.7,27821164
2023-05-02,'2890,永豐金,16.75,16.85,16.9,16.75,18341749
2023-05-03,'2890,永豐金,16.85,16.9,16.95,16.8,14165620
2023-05-04,'2890,永豐金,16.9,17.0,17.05,16.85,19630809
2023-05-05,'2890,永豐金,17.05,17.05,17.1,17.0,12483571
2023-05-08,'2890,永豐金,17.1,17.2,17.25,17.05,20655547
2023-05-09,'2890,永豐金,17.2,17.3,17.3,17.15,14046049
2023-05-10,'2890,永豐金,17.3,17.3,17.3,17.2,11378282
2023-05-11,'2890,永豐金,17.2,17.1,17.25,17.0,19481878
2023-05-12,'2890,永豐金,17.05,16.9,17.05,16.8,27013705
2023-05-15,'2890,永豐金,16.8,16.9,17.0,16.8,16395773
2023-05-16,'2890,永豐金,17.05,17.1,17.1,17.0,11365033
2023-05-17,'2890,永豐金,17.05,17.2,17.3,17.05,24760118
2023-05-18,'2890,永豐金,17.2,17.2,17.3,17.15,18962609
2023-05-19,'2890,永豐金,17.3,17.25,17.3,17.2,21260390
2023-05-22,'2890,永豐金,17.25,17.4,17.45,17.25,21113450
2023-05-23,'2890,永豐金,17.4,17.45,17.45,17.35,14316212
2023-05-24,'2890,永豐金,17.4,17.35,17.4,17.2,16711411
2023-05-25,'2890,永豐金,17.3,17.15,17.35,17.15,15579208
2023-05-26,'2890,永豐金,17.1,17.1,17.2,17.0,23385774
2023-05-29,'2890,永豐金,17.15,17.15,17.25,17.15,14324917
2023-05-30,'2890,永豐金,17.15,17.15,17.3,17.15,20339599
2023-05-31,'2890,永豐金,17.2,17.3,17.3,17.1,94250894
2023-06-01,'2890,永豐金,17.25,17.15,17.3,17.15,14730106
2023-06-02,'2890,永豐金,17.2,17.15,17.25,17.15,11738522
2023-06-05,'2890,永豐金,17.2,17.3,17.4,17.2,12171676
2023-06-06,'2890,永豐金,17.3,17.35,17.45,17.3,11910173
2023-06-07,'2890,永豐金,17.35,17.45,17.45,17.35,12745858
2023-06-08,'2890,永豐金,17.45,17.35,17.45,17.35,9895759
2023-06-09,'2890,永豐金,17.45,17.4,17.5,17.4,13975413
2023-06-12,'2890,永豐金,17.4,17.4,17.5,17.4,8994272
2023-06-13,'2890,永豐金,17.45,17.4,17.45,17.35,18168071
2023-06-14,'2890,永豐金,17.45,17.45,17.5,17.4,14892647
2023-06-15,'2890,永豐金,17.45,17.5,17.5,17.4,14315742
2023-06-16,'2890,永豐金,17.5,17.25,17.55,17.25,38025103
2023-06-19,'2890,永豐金,17.25,17.25,17.35,17.2,19074438
2023-06-20,'2890,永豐金,17.3,17.3,17.35,17.2,24235682
2023-06-21,'2890,永豐金,17.3,17.25,17.35,17.2,20084193
2023-06-26,'2890,永豐金,17.2,17.35,17.45,17.15,24725028
2023-06-27,'2890,永豐金,17.3,17.25,17.35,17.2,15241566
2023-06-28,'2890,永豐金,17.25,17.3,17.35,17.2,10858938
2023-06-29,'2890,永豐金,17.4,17.35,17.45,17.3,13854124
2023-06-30,'2890,永豐金,17.3,17.35,17.45,17.3,19556721
2023-07-03,'2890,永豐金,17.4,17.45,17.45,17.35,8597205
2023-07-04,'2890,永豐金,17.4,17.7,17.7,17.4,26849809
2023-07-05,'2890,永豐金,17.65,17.65,17.75,17.55,15489757
2023-07-06,'2890,永豐金,17.5,17.35,17.55,17.2,26001376
2023-07-07,'2890,永豐金,17.2,17.15,17.25,17.05,20889021
2023-07-10,'2890,永豐金,17.35,17.35,17.5,17.25,13924823
2023-07-11,'2890,永豐金,17.5,17.5,17.55,17.4,18598462
2023-07-12,'2890,永豐金,17.45,17.6,17.6,17.45,14908600
2023-07-13,'2890,永豐金,17.6,17.6,17.7,17.55,13737599
2023-07-14,'2890,永豐金,17.65,17.75,17.8,17.6,18355946
2023-07-17,'2890,永豐金,17.7,17.95,18.05,17.7,23672789
2023-07-18,'2890,永豐金,18.0,18.05,18.15,17.9,39538143
2023-07-19,'2890,永豐金,18.1,18.0,18.1,17.85,30309806
2023-07-20,'2890,永豐金,17.95,18.1,18.15,17.85,32176435
2023-07-21,'2890,永豐金,18.05,18.1,18.2,18.0,39739624
2023-07-24,'2890,永豐金,18.05,18.0,18.1,17.95,32189540
2023-07-25,'2890,永豐金,18.0,18.05,18.1,18.0,13795219
2023-07-26,'2890,永豐金,18.1,18.4,18.4,18.05,21641339
2023-07-27,'2890,永豐金,18.45,18.5,18.6,18.4,19041703
2023-07-28,'2890,永豐金,18.5,18.55,18.6,18.45,16560125
2023-07-31,'2890,永豐金,18.6,18.65,18.75,18.6,28256431
2023-08-01,'2890,永豐金,18.7,18.8,18.85,18.65,21254335
2023-08-02,'2890,永豐金,18.8,18.55,18.8,18.5,31852188
2023-08-04,'2890,永豐金,18.75,18.7,18.75,18.55,29795813
