Date,Code,Name,Open,Close,High,Low,Volume
2023-02-01,'2382,廣達,76.0,75.9,76.1,75.2,4128655
2023-02-02,'2382,廣達,76.4,76.5,76.6,75.7,5435590
2023-02-03,'2382,廣達,76.5,76.1,76.8,75.5,3729219
2023-02-06,'2382,廣達,75.9,76.4,77.0,75.8,5381480
2023-02-07,'2382,廣達,76.7,77.8,77.9,76.7,6063931
2023-02-08,'2382,廣達,77.8,77.5,78.2,77.4,5842947
2023-02-09,'2382,廣達,77.7,77.5,78.0,77.5,2871704
2023-02-10,'2382,廣達,77.1,77.6,78.2,76.8,6176751
2023-02-13,'2382,廣達,77.5,77.7,78.3,77.1,4968348
2023-02-14,'2382,廣達,78.5,78.8,79.1,78.3,4142858
2023-02-15,'2382,廣達,79.0,78.5,79.1,78.0,5043447
2023-02-16,'2382,廣達,78.5,78.9,79.3,78.5,4613091
2023-02-17,'2382,廣達,78.5,78.9,79.0,78.3,1962642
2023-02-20,'2382,廣達,78.7,79.6,79.9,78.6,3322823
2023-02-21,'2382,廣達,79.9,79.9,80.5,79.9,4515973
2023-02-22,'2382,廣達,79.3,79.2,79.6,78.2,5937867
2023-02-23,'2382,廣達,79.5,80.1,80.4,78.5,5336997
2023-02-24,'2382,廣達,80.2,80.1,81.0,79.9,10583827
2023-03-01,'2382,廣達,78.5,79.8,80.3,78.5,6528781
2023-03-02,'2382,廣達,80.0,80.5,80.8,79.2,4931194
2023-03-03,'2382,廣達,81.0,80.6,81.2,80.4,3645181
2023-03-06,'2382,廣達,81.0,81.7,82.0,80.9,6338746
2023-03-07,'2382,廣達,81.8,82.0,82.0,81.5,4399134
2023-03-08,'2382,廣達,81.8,81.9,82.2,81.5,3721481
2023-03-09,'2382,廣達,82.2,82.2,82.4,81.6,4812728
2023-03-10,'2382,廣達,81.5,81.5,82.0,80.9,7749238
2023-03-13,'2382,廣達,80.5,81.6,82.2,80.0,8197109
2023-03-14,'2382,廣達,80.6,81.2,82.0,80.6,8635138
2023-03-15,'2382,廣達,81.1,81.3,81.8,81.1,4277753
2023-03-16,'2382,廣達,81.8,82.8,83.5,81.7,12952243
2023-03-17,'2382,廣達,83.2,83.2,84.0,82.2,11751518
2023-03-20,'2382,廣達,83.4,83.2,83.8,83.0,5477156
2023-03-21,'2382,廣達,83.6,83.8,84.4,83.2,6018567
2023-03-22,'2382,廣達,84.2,85.0,85.4,84.1,9880302
2023-03-23,'2382,廣達,85.0,85.3,85.8,84.2,9999963
2023-03-24,'2382,廣達,85.8,87.5,87.5,85.8,16907868
2023-03-27,'2382,廣達,87.5,87.5,87.8,86.9,9480480
2023-03-28,'2382,廣達,87.5,87.3,87.6,87.2,9370534
2023-03-29,'2382,廣達,87.3,88.0,88.2,87.2,7700398
2023-03-30,'2382,廣達,88.1,89.0,89.0,87.6,10703444
2023-03-31,'2382,廣達,89.0,89.1,89.9,88.8,11113202
2023-04-06,'2382,廣達,89.1,89.9,90.3,88.9,11603045
