Date,Code,Name,Open,Close,High,Low,Volume
2022-12-01,'2886,兆豐金,32.15,31.55,32.15,31.45,24087713
2022-12-02,'2886,兆豐金,31.35,31.1,31.45,31.05,19422549
2022-12-05,'2886,兆豐金,31.1,31.05,31.3,31.05,12924247
2022-12-06,'2886,兆豐金,31.0,30.95,31.25,30.8,20180085
2022-12-07,'2886,兆豐金,30.9,30.95,31.25,30.85,17955654
2022-12-08,'2886,兆豐金,31.05,31.1,31.15,30.65,14469400
2022-12-09,'2886,兆豐金,31.1,31.15,31.2,30.9,9116300
2022-12-12,'2886,兆豐金,31.05,31.15,31.15,30.8,10265438
2022-12-13,'2886,兆豐金,31.0,30.8,31.3,30.65,25585748
2022-12-14,'2886,兆豐金,30.9,31.2,31.3,30.85,21468996
2022-12-15,'2886,兆豐金,31.2,31.15,31.3,30.9,12125867
2022-12-16,'2886,兆豐金,30.7,30.8,31.05,30.7,20591866
2022-12-19,'2886,兆豐金,30.5,30.65,30.75,30.5,12696697
2022-12-20,'2886,兆豐金,30.5,30.65,30.7,30.3,17568001
2022-12-21,'2886,兆豐金,30.4,30.5,30.6,30.4,9237934
2022-12-22,'2886,兆豐金,30.55,30.85,30.85,30.5,6564732
2022-12-23,'2886,兆豐金,30.45,30.55,30.55,30.3,8424598
2022-12-26,'2886,兆豐金,30.55,30.7,30.7,30.4,6386754
2022-12-27,'2886,兆豐金,30.7,30.65,30.8,30.6,7749617
2022-12-28,'2886,兆豐金,30.6,30.5,30.6,30.45,8631024
2022-12-29,'2886,兆豐金,30.4,30.25,30.45,30.1,13026732
2022-12-30,'2886,兆豐金,30.3,30.35,30.75,30.25,10680206
2023-01-03,'2886,兆豐金,30.3,30.5,30.6,30.05,9815096
2023-01-04,'2886,兆豐金,30.4,30.4,30.6,30.25,11665729
2023-01-05,'2886,兆豐金,30.6,31.1,31.1,30.55,19737293
2023-01-06,'2886,兆豐金,31.05,30.95,31.1,30.8,9658402
2023-01-09,'2886,兆豐金,31.45,31.7,31.7,31.2,21470515
2023-01-10,'2886,兆豐金,31.75,31.75,31.75,31.4,13014559
2023-01-11,'2886,兆豐金,31.65,31.45,31.75,31.45,9954965
2023-01-12,'2886,兆豐金,31.45,31.45,31.6,31.35,11218554
2023-01-13,'2886,兆豐金,31.7,31.65,31.85,31.6,9624930
2023-01-16,'2886,兆豐金,31.9,32.0,32.0,31.8,11897781
2023-01-17,'2886,兆豐金,31.95,32.0,32.0,31.85,12370464
2023-01-30,'2886,兆豐金,33.3,32.6,33.55,32.15,48595494
2023-01-31,'2886,兆豐金,32.6,31.95,32.65,31.95,22827294
2023-02-01,'2886,兆豐金,32.15,32.6,32.6,31.9,16883008
2023-02-02,'2886,兆豐金,32.55,32.85,32.85,32.2,22227192
2023-02-03,'2886,兆豐金,32.6,32.45,32.7,32.4,10829647
2023-02-06,'2886,兆豐金,32.4,32.1,32.5,32.1,14104797
2023-02-07,'2886,兆豐金,32.15,32.25,32.4,32.1,10937095
2023-02-08,'2886,兆豐金,32.4,32.15,32.45,32.0,16610027
2023-02-09,'2886,兆豐金,32.0,32.1,32.25,32.0,6026727
2023-02-10,'2886,兆豐金,32.35,32.6,32.7,32.25,13298661
2023-02-13,'2886,兆豐金,32.65,33.3,33.3,32.5,19649499
2023-02-14,'2886,兆豐金,33.3,33.55,33.65,33.1,15112045
2023-02-15,'2886,兆豐金,33.55,33.4,33.55,33.2,13577950
2023-02-16,'2886,兆豐金,33.25,33.4,34.1,33.2,33797080
2023-02-17,'2886,兆豐金,33.3,33.5,33.65,33.3,8856339
2023-02-20,'2886,兆豐金,33.5,34.05,34.1,33.5,12088227
2023-02-21,'2886,兆豐金,33.9,33.65,33.95,33.6,7550574
2023-02-22,'2886,兆豐金,33.25,33.8,33.85,33.1,15066339
2023-02-23,'2886,兆豐金,33.8,33.65,33.85,33.65,11496939
2023-02-24,'2886,兆豐金,33.65,33.3,33.7,33.2,22907361
2023-03-01,'2886,兆豐金,32.6,33.7,33.7,32.6,27719703
2023-03-02,'2886,兆豐金,33.6,32.95,33.6,32.8,17851052
2023-03-03,'2886,兆豐金,33.0,32.8,33.1,32.8,12146298
2023-03-06,'2886,兆豐金,32.85,32.95,33.2,32.75,14519584
2023-03-07,'2886,兆豐金,32.95,33.15,33.2,32.85,12118554
2023-03-08,'2886,兆豐金,33.3,33.3,33.65,33.2,19487972
2023-03-09,'2886,兆豐金,33.3,32.95,33.3,32.9,15800805
2023-03-10,'2886,兆豐金,32.6,32.65,32.8,32.6,18010220
2023-03-13,'2886,兆豐金,32.45,32.55,32.8,32.3,18146155
2023-03-14,'2886,兆豐金,32.1,32.1,32.45,32.1,20777882
2023-03-15,'2886,兆豐金,32.3,32.0,32.4,32.0,16972944
2023-03-16,'2886,兆豐金,31.8,31.65,31.9,31.5,20406129
2023-03-17,'2886,兆豐金,31.95,31.75,32.1,31.75,16365334
2023-03-20,'2886,兆豐金,31.9,32.0,32.1,31.75,8022475
2023-03-21,'2886,兆豐金,32.15,32.2,32.5,32.1,8049053
2023-03-22,'2886,兆豐金,32.7,32.7,32.7,32.4,10538687
2023-03-23,'2886,兆豐金,32.85,33.15,33.15,32.6,12211986
2023-03-24,'2886,兆豐金,33.15,33.1,33.2,32.9,8359908
2023-03-27,'2886,兆豐金,33.25,33.05,33.25,32.8,8879200
2023-03-28,'2886,兆豐金,33.05,32.85,33.2,32.8,8953398
2023-03-29,'2886,兆豐金,33.0,32.8,33.0,32.7,10092690
2023-03-30,'2886,兆豐金,32.85,32.7,32.95,32.65,6894210
2023-03-31,'2886,兆豐金,32.7,33.0,33.1,32.65,14191979
2023-04-06,'2886,兆豐金,32.95,33.0,33.1,32.75,13611974
2023-04-07,'2886,兆豐金,33.0,32.8,33.0,32.7,6236040
2023-04-10,'2886,兆豐金,33.0,33.0,33.1,32.9,7724231
2023-04-11,'2886,兆豐金,32.95,33.15,33.15,32.95,11084959
2023-04-12,'2886,兆豐金,33.15,33.15,33.2,33.05,8128344
2023-04-13,'2886,兆豐金,33.15,33.3,33.35,33.1,12150794
2023-04-14,'2886,兆豐金,33.3,33.45,33.45,33.2,14648612
2023-04-17,'2886,兆豐金,33.5,33.45,33.55,33.35,8661283
2023-04-18,'2886,兆豐金,34.0,34.2,34.5,33.95,22609293
2023-04-19,'2886,兆豐金,34.25,34.05,34.3,34.0,13571238
2023-04-20,'2886,兆豐金,33.85,33.9,33.95,33.7,7870079
2023-04-21,'2886,兆豐金,33.9,34.05,34.1,33.85,8378019
2023-04-24,'2886,兆豐金,33.95,34.1,34.1,33.85,4310987
2023-04-25,'2886,兆豐金,34.1,33.9,34.2,33.75,9664175
2023-04-26,'2886,兆豐金,33.9,34.0,34.0,33.8,10347111
2023-04-27,'2886,兆豐金,33.85,33.85,33.95,33.65,7708093
2023-04-28,'2886,兆豐金,33.85,34.05,34.05,33.8,8123278
2023-05-02,'2886,兆豐金,34.0,34.1,34.1,33.9,8545971
2023-05-03,'2886,兆豐金,34.1,34.15,34.2,33.95,7606458
2023-05-04,'2886,兆豐金,34.1,34.3,34.5,34.05,10417736
2023-05-05,'2886,兆豐金,34.4,34.25,34.5,34.15,6349720
2023-05-08,'2886,兆豐金,34.3,34.3,34.45,34.2,8493215
2023-05-09,'2886,兆豐金,34.45,34.5,34.55,34.35,15241763
2023-05-10,'2886,兆豐金,34.55,34.8,34.8,34.55,12669016
